훈련기관명,주소요약,훈련과정명
상계요양보호사교육원, 노원구,"요양보호사(간호조무사,물리치료사,작업치료사 자격증소지자)자격증취득과정"
상계요양보호사교육원, 노원구,"요양보호사 자격 취득과정(주간, 야간반)"
상계요양보호사교육원, 노원구,"요양보호사 자격 취득과정(야간, 주간반)"
새동엔지니어링(주) 드론교육원, 관악구,드론국 가자격증 이론반(학과+시뮬레이션)
새동엔지니어링(주) 드론교육원, 관악구,드론 국가자격증 3종[필기+실기]+항공촬영 평일반
새동엔지니어링(주) 드론교육원, 관악구,드론 국가자격증 1종[필기+실기]주말반
새동엔지니어링(주) 드론교육원, 관악구,드론 국가자격증 1종[필기+실기]평일반
새동엔지니어링(주) 드론교육원, 관악구,드론 국가자격증 3종[필기+실기]+항공촬영 주말반
새동엔지니어링(주) 드론교육원, 관악구,파이션 드론 코딩
새로나요양보호사교육원, 구로구,"요양보호사 자격 취득과정(주간,야간)"
새한전기기술사학원, 영등포구,건축전기설비기술사 심화1
새한전기기술사학원, 영등포구,건축전기설비기술사 심화2
새한전기기술사학원, 영등포구,건축전기설비기술사 일요입문2
서강직업전문학교 제2캠퍼스, 영등포구,사회복지 행정실무
서대문여성인력개발센터, 서대문구,직업상담사 심화_전직지원컨설팅실무
서대문여성인력개발센터, 서대문구,양식조리 직무능력향상(카페브런치 조리 실무)
서대문여성인력개발센터, 서대문구,직업상담사 행정실무 향상
서대문여성인력개발센터, 서대문구,정리수납 컨설턴트(2급 자격 취득)
서대문여성인력개발센터, 서대문구,분식포차조리 직무능력향상
서대문여성인력개발센터, 서대문구,직업상담사1급 1차(필기) 자격증취득
서대문여성인력개발센터, 서대문구,네이버스마트스토어 쇼핑몰 운영실무
서대문여성인력개발센터, 서대문구,직업상담사2급 2차(실기) 자격증 취득
서대문여성인력개발센터, 서대문구,직업상담사2급 1차(필기) 자격증 취득
서대문여성인력개발센터, 서대문구,엑셀기초와 실무활용
서대문여성인력개발센터, 서대문구,일식(일본가정식)조리 직무능력향상
서대문여성인력개발센터, 서대문구,"직업상담사2급 1차,2차(필기,실기) 취득"
서대문여성인력개발센터, 서대문구,무역실무자양성(무역영어+무역서식 포함)
서대문여성인력개발센터, 서대문구,아이돌봄 인력 양성(신규)
서대문여성인력개발센터, 서대문구,인포그래픽스와 파워포인트
서대문여성인력개발센터, 서대문구,한식조리 직무능력향상(밑반찬 조리 실무)
서대문여성인력개발센터, 서대문구,"사무행정실무 기초 입문(컴퓨터기초,한글,엑셀)"
서대문여성인력개발센터, 서대문구,"한식조리기능사 취득(필기,실기)"
서대문여성인력개발센터, 서대문구,"컴퓨터OA실무와 ITQ자격증 취득(한글,엑셀,파워포인트)"
서대문여성인력개발센터, 서대문구,직업상담사1급 2차(실기) 자격증 취득
서대문요양보호사교육원, 서대문구,요양보호사 양성과정(주간)
서대문요양보호사교육원, 서대문구,요양보호사 양성과정(야간)
서울IT아카데미 홍대, 마포구,"(쇼핑몰) 판매마케팅_스마트스토어, 오픈마켓, SNS (단기)"
서울IT아카데미 홍대, 마포구,"(웹툰) 웹툰제작 전문인력(기획,연출,제작) 취업 과정"
서울IT아카데미 홍대, 마포구,(쇼핑몰) 제품(상품)사진 및 상세페이지 촬영&리터칭(단기)
서울IT아카데미 홍대, 마포구,"자바(JAVA) 프로그래밍(Vscode,SQL) 기초(단기)"
서울IT아카데미 홍대, 마포구,(쇼핑몰) 네이버 스마트스토어 제작과 판매(단기)
서울IT아카데미 홍대, 마포구,"(게임콘텐츠제작) 유니티(Unity) 2D, 3D게임프로그래밍 제작 실무자 양성 (2)"
서울IT아카데미 홍대, 마포구,"(쇼핑몰 취업 창업) 네이버 스마트스토어, 오픈마켓 판매 실무 과정"
서울IT아카데미 홍대, 마포구,"(게임) 유니티 게임 개발을 위한 프로그래밍(C,C++) 기초 (단기)"
서울IT아카데미 홍대, 마포구,(쇼핑몰) 해외 구매대행 직구 상품소싱(단기)
서울IT아카데미 홍대, 마포구,(웹툰) 웹툰 스토리 콘티 제작 기초(단기)
서울게임아카데미구로학원, 금천구,게임 웹툰 디자이너 양성과정
서울게임아카데미구로학원, 금천구,게임 2D 그래픽 제작자 양성과정
서울게임아카데미구로학원, 금천구,게임 3D 그래픽 제작 양성과정
서울게임아카데미구로학원, 금천구,게임 C++ 블루프린트 클라이언트 개발자
서울게임아트학원, 종로구,블렌더를 활용한 3D컨텐츠 제작하기
서울게임아트학원, 종로구,게임기획  레벨디자인 제작 과정
서울게임아트학원, 종로구,언리얼엔진을 활용한 메타버스 가상현실 3D콘텐츠 제작
서울게임아트학원, 종로구,게임 2D 컨셉아트 디자인 제작과정
서울게임아트학원, 종로구,게임 3D 그래픽 모델링 제작과정
서울게임학원, 종로구,게임 시스템 기획 디자이너
서울게임학원, 종로구,게임 웹툰 디자이너
서울공과전기학원, 영등포구,"전기기능사 취득(필기,실기)"
서울공과전기학원, 영등포구,전기기능장실기 PLC중급과정
서울공과전기학원, 영등포구,전기철도기술사 취득과정
서울공과전기학원, 영등포구,전기기능사 취득(실기)
서울공과전기학원, 영등포구,"전기기능사 취득과정(필기,실기)"
서울공과전기학원, 영등포구,전기기능사 취득 필기과정
서울공과전기학원, 영등포구,"전기(산업)기사 필기(전기기기,전기설비기술기준)"
서울공과전기학원, 영등포구,"전기(산업)기사 취득과정(필기,실기)"
서울공과전기학원, 영등포구,발송배전기술사
서울공과전기학원, 영등포구,건축전기설비기술사 취득(기본반)1
서울공과전기학원, 영등포구,전기(산업)기사 필기특강
서울공과전기학원, 영등포구,전기(산업)기사 취득 실기특강
서울공과전기학원, 영등포구,전기철도(산업)기사 필기특강
서울공과전기학원, 영등포구,전기기능장 취득 실기특강
서울공과전기학원, 영등포구,"전기(산업)기사 취득 필기과정(전력공학,전기자기학)"
서울공과전기학원, 영등포구,"전기(산업)기사 취득 필기과정(전기기기,기술기준)"
서울공과전기학원, 영등포구,전기철도(산업)기사 실기특강
서울공과전기학원, 영등포구,"전기(산업)기사 취득 필기(전력공학,전기자기학)"
서울과학종합대학원대학교 부설 글로벌평생학습원, 서대문구,구매공급 전문가 CPSM 자격증 취득 과정 
서울기술직업전문학교, 구로구,전기기능장 PLC 기본과정
서울기술직업전문학교, 구로구,전기기능장 실기 작업형
서울덕성기술학원, 동작구,조경(산업)기사 취득(실기)
서울덕성기술학원, 동작구,일반기계기사 자격증 취득  필기
서울덕성기술학원, 동작구,일반기계기사 자격증 취득 실기(2D3D작업형+필답형)
서울덕성직업학교, 구로구,조경기능사 취득 (실기)
서울덕성직업학교, 구로구,전기기능사자격증 취득(실기)
서울덕성직업학교, 구로구,승강기기능사 취득(실기)
서울덕성직업학교, 구로구,조경기능사 자격증 취득(이론/실기)
서울디지털인재개발원, 구로구,금융데이터 분석 서비스 개발자 과정 
서울디지털인재개발원, 구로구,이커머스 & 마케팅 데이터 분석 전문가 과정
서울디지털인재개발원, 구로구,자바(JAVA / Python)을 활용한 빅 데이터 서비스 엔지니어 양성 과정
서울디지털인재개발원, 구로구,금융 AI 빅데이터 분석 풀스텍 개발자 과정
서울디지털직업전문학교, 용산구,패션의류아동복아이템별제작
서울디지털직업전문학교, 용산구,"온라인쇼핑몰실무(오픈마켓,스마트스토어)"
서울디지털직업전문학교, 용산구,SNS마케팅활용과 디지털콘텐츠제작
서울디지털직업전문학교, 용산구,옷수선리폼초급(하의)
서울디지털직업전문학교, 용산구,"경리세무회계(전산회계1급,전산세무2급,FAT1급,TAT2급)"
서울디지털직업전문학교, 용산구,전산세무2급자격증취득
서울디지털직업전문학교, 용산구,"그래픽디자인GTQ1,2급자격증취득"
서울디지털직업전문학교, 용산구,애견의류 및 소품제작(초급)
서울디지털직업전문학교, 용산구,생활한복 아이템별제작
서울디지털직업전문학교, 용산구,패션일러스트 손도식화&작업지시서
서울디지털직업전문학교, 용산구,"ERP정보관리사2급(회계,인사)자격증취득"
서울디지털직업전문학교, 용산구,양장기능사실기자격증취득
서울디지털직업전문학교, 용산구,스마트패션디자인& 패션패턴메이킹의류제작 
서울디지털직업전문학교, 용산구,프론트엔드개발 UI/UX반응형 웹퍼브리셔
서울바리스타학원, 종로구,바리스타 초급(2급+ SCA)자격증 취득과정
서울바리스타학원, 종로구,"바리스타 실무자(2급,1급(라떼아트)+SCA 자격증취득)양성과정"
서울바리스타학원, 종로구,"로스팅(로스트마스터),핸드드립(커피지도사2급,1급)+ SCA(Roasting,Brewing) 자격증 취득과정 "
서울바리스타학원, 종로구,카페메뉴스타일리스트(커피+티마스터)과정
서울바리스타학원, 종로구, 로스팅(로스트마스터+SCA)자격증 취득과정
서울바리스타학원, 종로구,바리스타 심화(라떼아트 심화+커피머신관리)과정
서울바리스타학원, 종로구,바리스타 중급(1급+SCA)자격증 취득과정
서울바리스타학원, 종로구,카페메뉴 심화(커피+티마스터)과정
서울바리스타학원, 종로구,조주기능사(바텐더)자격증 취득과정
서울바리스타학원, 종로구,"커피지도사 2급,1급(핸드드립)+SCA(브루잉)자격증 취득과정"
서울북부요양보호사교육원, 강북구,요양보호사 자격취득과정B
서울사진영상IT학원, 강남구,"인물,제품,쇼핑몰사진촬영,리터칭고급과정"
서울사진영상IT학원, 강남구,"주말 인물, 제품, 쇼핑몰사진촬영 및 리터칭고급과정"
서울사진영상IT학원, 강남구,"영상촬영,영상기획및영상편집(프리미어)과정"
서울사진영상IT학원, 강남구,"광고,유튜브영상제작,영상촬영,영상편집(프리미어,에펙)과정"
서울사진영상IT학원, 강남구,"광고사진촬영, 인물사진촬영, 쇼핑몰사진촬영 및 사진기능사 취득과정"
서울사진영상IT학원, 강남구,"인물사진, 제품사진촬영 ,쇼핑몰사진촬영 및 사진기능사자격증취득과정"
서울사회복지대학원대학교 부설 요양보호사교육원, 영등포구,요양보호사자격취득과정_사회복지사자격소지자
서울사회복지대학원대학교 부설 요양보호사교육원, 영등포구,요양보호사자격취득과정(신규자)
서울사회복지대학원대학교 부설 요양보호사교육원, 영등포구,요양보호사자격취득과정(신규자)
서울시북부여성발전센터, 노원구,컴퓨터활용능력 2급 자격증
서울시중부여성발전센터, 마포구,직업상담사 2급 취득반(1차+2차 통합반)
서울시중부여성발전센터, 마포구,기초경리(전산회계)실무
서울일러스트아트학원, 서초구,동화캐릭터일러스트_창작
서울일러스트아트학원, 서초구,동화캐릭터일러스트_향상
서울일러스트아트학원, 서초구,수작업동화일러스트창작
서울종로조리기능장학원, 종로구,한식조리기능장 - B반
서울종로조리기능장학원, 종로구,한식조리기능장 - A반
서울종합예술실용학교, 강남구,패션의복제작 과정
서울종합예술실용학교, 강남구,무대음향3급 자격증 실기
서울중장비직업전문학교, 용산구,3톤미만 지게차면허취득과정
서울커피직업전문학원, 관악구,커피로스팅 양성과정 (로스트마스터 자격증취득)
서울커피직업전문학원, 관악구,바리스타1급 자격취득과정(바리스타1급 자격증 취득과정)                                                                                                                                                                          
서울커피직업전문학원, 관악구,바리스타 입문양성과정(바리스타2급 자격취득)
서울커피직업전문학원, 관악구,바리스타2급 자격취득과정
서울특별시 동부여성발전센터, 광진구,업무 필수[포토샵 실무]
서울특별시 동부여성발전센터, 광진구,2D 그래픽 디자인과정(포토샵+일러스트)
서울특별시남부여성발전센터, 금천구,홈패션봉제
서울특별시남부여성발전센터, 금천구,"한글,엑셀 오피스 실무"
서울특별시서부여성발전센터, 양천구,"손쉽게 SNS 홍보물 만들기(망고보드, 미리캔버스 활용)"
서울패션직업전문학교, 마포구,[스마트의류] 메타버스 기반 디지털 패션 크리에이터 양성(CLO활용)A
서울패션직업전문학교, 마포구,(산대특)_패션봉제 전문인력 양성과정_지원
서울패션직업전문학교, 마포구,K패션 한복을 활용한 샘플 제작 실습
서울패션직업전문학교, 마포구,옷수선 기초실습
서울패션직업전문학교, 마포구,펫패션(애견의류) 제작 기초과정
서울패션직업전문학교, 마포구,"패션의류제작(스커트, 팬츠)"
서울패션직업전문학교, 마포구,"패션일러스트(드로잉,컬러링)"
서울패션직업전문학교, 마포구,3D CLO 기초실습
서울패션직업전문학교, 마포구,"업사이클 패션제품 제작(의류, 소품)"
서울패션직업전문학교, 마포구,패션의류제작(재킷)
서울패션직업전문학교, 마포구,패션도식화&작업의뢰서 작성실습
서울패션직업전문학교, 마포구,디지털패션 작업지시서 작성 실습
서울패션직업전문학교, 마포구,패션의류제작(원피스)
서울패션직업전문학교, 마포구,펫패션(애견의류) 제작 향상과정
서울패션직업전문학교, 마포구,패션브랜드 런칭 기획
서울패션직업전문학교, 마포구,3D CLO를 활용한 디지털 패션쇼 기획
서울현대직업전문학교, 구로구,"(기계설계제작)VR 활용한 2D/3D CAD 및 CNC,MCT,3D 프린터 활용시제품 제작-A"
서울현대직업전문학교, 구로구,(과정평가형자격) 에너지관리산업기사 자격취득과정 A
서울현대직업전문학교, 구로구,조주기능사(바텐더)자격증 실기
서울현대직업전문학교, 구로구,공조냉동기계기능사(실기)
서울현대직업전문학교, 구로구,기계설계 산업기사 실기 과정
서울현대직업전문학교, 구로구,(과정평가형 자격)일반기계기사  자격취득과정A
서울현대직업전문학교, 구로구,(과정평가형 자격) 공조냉동기계기능사 취득과정 A
서울현대직업전문학교, 구로구,(2024년 과정평가형 자격)기계설계산업기사 자격취득과정
서울현대직업전문학교, 구로구,조주기능사자격증취득과정(이론+실기)
서울현대직업전문학교, 구로구,"(BIM)실내건축 및 전시디자인 실무자 양성과정(CAD,SketchUp&3DSMAX,Revit)"
서울현대직업전문학교, 구로구,공조냉동기계산업기사(실기)
서울현대직업전문학교, 구로구,"카페디저트(마카롱,타르트,쿠키)"
서울현대직업전문학교, 구로구,개인회생 파산실무
서울현대직업전문학교, 구로구,전자소송실무(기초부터 실무까지)
서울현대직업전문학교, 구로구,법률사무관리직 취업과정
서울현대직업전문학교, 구로구,(과정평가형 자격) 용접기사 자격취득과정 A
서울현대직업전문학교, 구로구,커피바리스타2급자격증취득과정(이론+실기)
서울현대직업전문학교, 구로구,"브런치조리(샌드위치,파스타,샐러드)"
서울현대직업전문학교, 구로구,조주기능사(바텐더)자격증 실기
서울현대직업전문학교, 구로구,한식조리기능사 자격증 취득과정(필기+실기)
서울현대직업전문학교, 구로구,"제과제빵 기능사 자격증 취득,취업과정(필기+실기)+케이크만들기"
서울현대직업전문학교, 구로구,"(BIM)실내건축(실내디자인,인테리어) 및 전시디자인 실무자 양성과정"
서울현대직업전문학교, 구로구,천연발효빵
서울현대직업전문학교, 구로구,공조냉동기계산업기사(실기)
서울현대직업전문학교, 구로구,(과정평가형자격) 에너지관리기능사 자격취득과정 A
서울현대직업전문학교, 구로구,(기업맞춤형) 특수용접을 활용한 산업설비 구조물제작
서울현대직업전문학교, 구로구,(특수용접)특수용접실무자양성 A(CO2+Tig 용접)
서울현대직업전문학교, 구로구,"한식,양식조리기능사 자격증 취득과정(필기+실기)"
서초여성인력개발센터, 서초구,반찬조리 실무향상
서초여성인력개발센터, 서초구,양식조리 실무향상(브런치 요리)
서초여성인력개발센터, 서초구,포토샵(실무향상)
서초여성인력개발센터, 서초구,양식조리기능사 자격 취득과정(실기)
서초여성인력개발센터, 서초구,비즈니스 엑셀 실무(심화)
서초여성인력개발센터, 서초구,"ITQ(엑셀, 한글, 파워포인트) 자격증취득"
서초여성인력개발센터, 서초구,한식조리기능사 자격 취득과정(실기)
서초여성인력개발센터, 서초구,현장에 바로 쓰는 핵심 무역실무
서초여성인력개발센터, 서초구,해외 구매대행 실무
서초여성인력개발센터, 서초구,직업상담사2급 자격증(필기시험대비)
서초여성인력개발센터, 서초구,[과정평가형]컴퓨터그래픽스운용기능사 자격증 취득
서초여성인력개발센터, 서초구,쉽게 배우는 엑셀 기초
서초여성인력개발센터, 서초구,캘리그라피 기초(손글씨)
서초여성인력개발센터, 서초구,최신 법무 실무(등기)
서초여성인력개발센터, 서초구,커피바리스타2급 자격증(필기+실기)
서초여성인력개발센터, 서초구,신규 아이돌봄 인력 양성
서초여성인력개발센터, 서초구,"ERP정보관리사(인사.회계2급)+전산회계1급,전산세무2급 자격증취득"
서초여성인력개발센터, 서초구,나만의 사업계획서 작성 실무
서초여성인력개발센터, 서초구,일식조리 실무향상(일본식 가정요리)
서초여성인력개발센터, 서초구,일러스트(편집디자인) 실무향상
서초여성인력개발센터, 서초구,정리수납전문가2급 자격증 취득
서초여성인력개발센터, 서초구,쉽게 배우는 파워포인트 기초
서초여성인력개발센터, 서초구,인사관리 실무(급여 및 퇴직관리)
서초여성인력개발센터, 서초구,정리수납전문가1급 자격증(이론대비)
서초여성인력개발센터, 서초구,온라인 글로벌 셀러
서초여성인력개발센터, 서초구,정리수납전문가2급 자격증취득
서초여성인력개발센터, 서초구,국제무역사1급 자격증취득
서초여성인력개발센터, 서초구,일식조리기능사 자격 취득과정(실기)
서초여성인력개발센터, 서초구,컴퓨터 활용 기초
서초여성인력개발센터, 서초구,청소년상담사3급 자격증(필기시험대비)
서초여성인력개발센터, 서초구,정리수납전문가1급(이론대비반)
서초여성인력개발센터, 서초구,쉽게 배우는 한글 실무
석계간호조무사학원, 성북구,간호조무사 국가자격증 취득과정
선사진학원, 마포구,사진실무응용
선사진학원, 마포구,광고사진작가 양성 및 사진기능사 취득과정
성동여성인력개발센터, 성동구,산모신생아건강관리사양성
성동여성인력개발센터, 성동구,정리수납2급 자격취득
성동여성인력개발센터, 성동구,민사실무입문
성동여성인력개발센터, 성동구,유튜브크리에이터
성동여성인력개발센터, 성동구,"한글,엑셀(문서작성입문)"
성동여성인력개발센터, 성동구,전산회계1급 자격취득
성동여성인력개발센터, 성동구,네이버스마트스토어 운영
성동여성인력개발센터, 성동구,해외쇼핑몰(아마존)입점실무
성동여성인력개발센터, 성동구,점역교정사3급 자격취득
성동여성인력개발센터, 성동구,아이돌봄인력 양성교육(신규)
성동여성인력개발센터, 성동구,"인사노무실무(급여관리,4대보험)"
성동여성인력개발센터, 성동구,최신법무실무(등기)입문
성동여성인력개발센터, 성동구,사회복지사 1급 자격취득
성동여성인력개발센터, 성동구,점역교정사2급 자격취득(수학·과학·컴퓨터)
성민열관리기술학원, 영등포구,공조냉동기계 기능사 작업형(실기)
성민열관리기술학원, 영등포구,공조냉동기계 취득(필기+실기)
성민열관리기술학원, 영등포구,에너지관리 취득(필기+실기)
성민열관리기술학원, 영등포구,에너지관리 기능사 작업형(실기)
성민열관리기술학원, 영등포구,공조냉동기계 산업기사(실기)
성민열관리기술학원, 영등포구,에너지관리 산업기사(실기)
성산요양보호사교육원 , 마포구,요양보호사 국가자격증 취득과정 (B)
성심요양보호사교육원, 도봉구,요양보호사 자격 취득과정
세레니티커피아카데미학원, 영등포구,커피바리스타 2급 초급과정 B
세레니티커피아카데미학원, 영등포구,커피바리스타 2급 초급과정 A
세영직업전문학교, 영등포구,공조냉동기계기능사(실기)과정
세영직업전문학교, 영등포구,에너지관리기능사(실기)과정
세영직업전문학교, 영등포구,전기기능사 자격증 실기 특강
세영직업전문학교, 영등포구,에너지관리기능사(실기)취득과정
세영직업전문학교, 영등포구,공조냉동기계기능사(실기)취득과정
세영직업전문학교, 영등포구,"소방설비기사/산업기사 필기(법규, 원론)"
세영직업전문학교, 영등포구,"소방설비기사/산업기사 전기필기(전기일반, 전기구조원리)"
세영직업전문학교, 영등포구,(열.냉동기계) 건물시설관리자 양성과정(공조냉동기계+전기)
세영직업전문학교, 영등포구,소방설비기사/산업기사 전기실기
세영직업전문학교, 영등포구,소방시설공사 실무자 직무향상 과정
세왕요양보호사교육원, 성동구,요양보호사자격증 취득과정
세종직업능력개발원, 금천구,경매물권 권리분석 및 명도소송 실무(심화반)
세종직업능력개발원, 금천구,경매물권 권리분석 및 명도소송 실무(기본반)
솔더링기술그룹한국아이피씨(IPC)교육센터학원, 구로구,국제 IPC표준에 의해 솔더링 된 전기전자어셈블리의 허용 요건
솔더링기술그룹한국아이피씨(IPC)교육센터학원, 구로구,고 신뢰성을 요구하는 전자어셈블리에 대한 시각적 양부 판별법
솔더링기술그룹한국아이피씨(IPC)교육센터학원, 구로구,우주항공산업에서 사용되는 케이블과 와이어하네스 조립기술 및 국제표준
솔더링기술그룹한국아이피씨(IPC)교육센터학원, 구로구,고 신뢰성 제품을 위한 전기전자/정밀기기 조립기술 스킬업 교육
솔더링기술그룹한국아이피씨(IPC)교육센터학원, 구로구,"전기,전자 어셈블리의 리웍, 수정 및 수리 과정"
솔데스크강남학원, 강남구,블록체인 네트워크 보안을 적용한 AI 서비스 기반 풀스택 개발자
솔데스크강남학원, 강남구,IaC 기반 AWS 마이크로 서비스 클라우드 환경 구축
솔로몬회계학원, 송파구,전산회계(1급+2급)+전산세무2급자격취득과정
솔로몬회계학원, 송파구,공동주택XPERP아파트경리실무완성반
솔로몬회계학원, 송파구,아파트경리회계실무-홍진XPERP양성반
솔로몬회계학원, 송파구,전산세무회계(전산회계1급+전산세무2급)자격취득반
솔로몬회계학원, 송파구,공동주택아파트경리회계실무자양성-XPERP
송파CS평생교육원, 송파구,"가압류, 경매 등 민사집행 실무교육"
송파CS평생교육원, 송파구,부동산 경매물건 권리분석 및 민사집행 실무교육
송파CS평생교육원, 송파구,[심화] 부동산 경매물건 권리분석 및 민사집행 실무교육
송파간호학원, 송파구,간호조무사자격증취득과정A
송파여성인력개발센터, 송파구,해외구매대행 실무
송파여성인력개발센터, 송파구,포토샵 기초과정
송파여성인력개발센터, 송파구,민사실무입문과정
송파여성인력개발센터, 송파구,"ITQ자격증취득(한글,엑셀,파워포인트)"
송파여성인력개발센터, 송파구,생애설계 컨설턴트 양성과정
송파여성인력개발센터, 송파구,직업상담사2급 2차실기 취득
송파여성인력개발센터, 송파구,"직업상담사2급(필기,실기) 자격취득과정"
송파여성인력개발센터, 송파구,법무등기실무입문과정
송파여성인력개발센터 부설 요양보호사교육원, 송파구,요양보호사 취득과정(사회복지사반 자격 소지자)
송파컴퓨터회계학원, 송파구,컴퓨터활용능력 1급(실기) 자격 취득과정
송파컴퓨터회계학원, 송파구,ITQ(한글+엑셀+파워포인트) 자격 취득 과정
송파컴퓨터회계학원, 송파구,컴퓨터활용능력2급(실기) 자격 취득과정
송파컴퓨터회계학원, 송파구,전산세무2급 자격 취득 과정
송파컴퓨터회계학원, 송파구,전산회계1급 자격 취득 과정
송파컴퓨터회계학원, 송파구,"전산회계(FAT)1급+컴퓨터활용능력2급(필기,실기) 자격 취득 과정"
송파컴퓨터회계학원, 송파구,"전산세무회계(전산세무2급, 전산회계1급,AT) 취득 과정"
수도요양보호사교육원, 구로구,요양보호사 자격증 취득과정(주간반)
수도요양보호사교육원, 구로구,"요양보호사자격증 취득과정(간호조무사,물리치료사,작업치료사)"
수도직업전문학교, 영등포구,전산회계1급(FAT1급) 자격취득
수도직업전문학교, 영등포구,전기기능사 취득(실기) 정규 과정
수도직업전문학교, 영등포구,전산세무2급(TAT2급) 자격취득
수도직업전문학교, 영등포구,"전기기능사 취득(필기, 실기) 과정"
수도직업전문학교, 영등포구,전기기능장 취득(실기) 심화 B 과정
수도직업전문학교, 영등포구,전기기능장 취득(실기) 입문 과정
수도직업전문학교, 영등포구,스마트혼합_전기내선공사 및 전기기능사 취득 과정
수도직업전문학교, 영등포구,전기기능사 취득(실기) 심화 B 과정
수도직업전문학교, 영등포구,전기(산업)기사 취득(필기) 과정
수도직업전문학교, 영등포구,사회복지 행정실무 과정
수도직업전문학교, 영등포구,전기기능장 PLC 과정
수도직업전문학교, 영등포구,"전기(산업)기사 취득(필기, 실기) 과정"
수도직업전문학교, 영등포구,직업상담사2급 취득(필기+실기) 과정
수도직업전문학교, 영등포구,전기내선공사 및 설계 안전관리자
수도직업전문학교, 영등포구,전기(산업)기사 실기 과정
수도직업전문학교, 영등포구,직업상담사2급 필기 과정
수도직업전문학교, 영등포구,전산세무회계(회계1급+세무2급) 자격증 취득
수도직업전문학교, 영등포구,직업상담사 2급 실기 과정
수도직업전문학교, 영등포구,무선설비(산업)기사 실기
수도직업전문학교, 영등포구,과정평가형_직업상담사2급 자격취득
수도직업전문학교, 영등포구,(태양에너지)신재생에너지발전설비(태양광) 및 전기 기능사 취득 B과정
수인뷰티아카데미학원, 강남구,여성 커트 펌 응용과정
수인뷰티아카데미학원, 강남구,남성커트실무
수인뷰티아카데미학원, 강남구,가발 디자이너 과정
수인뷰티아카데미학원, 강남구,여성커트실무
JES미용예술직업전문학교, 영등포구,(이론+실기)미용사(일반) 자격증 취득과정
JES미용예술직업전문학교, 영등포구,남성커트 실무과정
JES미용예술직업전문학교, 영등포구,이용장 마스터과정
JES미용예술직업전문학교, 영등포구,[과정평가형] 미용사(일반) 국가기술자격증 취득을 통한 헤어미용사 취업
JES미용예술직업전문학교, 영등포구,(실기)이용사 자격증 취득과정
JES미용예술직업전문학교, 영등포구,여성커트&드라이&펌&컬러
JES미용예술직업전문학교, 영등포구,(실기)미용장 취득과정
JES미용예술직업전문학교, 영등포구,(실기)미용사(일반) 자격증 취득과정
JES미용예술직업전문학교, 영등포구,미용장 마스터과정
KBC한국비지니스컨설팅(주), 금천구,품질기능전개 실습을 활용한 고질적 만성불량의 과학적개선실무과정(지방)
KBC한국비지니스컨설팅(주), 금천구,[고숙련] 기계공정불량개선과 사후관리 5Step 적용 실습(지방)
KBC한국비지니스컨설팅(주), 금천구,잠재적 불량유형 분석과 원인 발굴 실습을 통한 불량 방지 수립 과정(지방)
KBC한국비지니스컨설팅(주), 금천구,[고숙련] 기계공정불량개선과 사후관리 5Step 적용 실습(지방)
KBC한국비지니스컨설팅(주), 금천구,잠재적 불량유형 분석과 원인 발굴 실습을 통한 불량 방지 수립 과정(지방)
KBC한국비지니스컨설팅(주), 금천구,시뮬레이션 공정설계분석 프로그램을 활용한 스마트팩토리 구축과정(지방)
KBC한국비지니스컨설팅(주), 금천구,4차산업혁명 사례 동영상과 PHP게임을 활용한 스마트하고 안전한 현장만들기(본원)
KH영상아카데미, 강남구,"영상 디자이너를 위한 프리미어 프로, 애프터 이펙트"
KH영상아카데미, 강남구,"실무 중심으로 배우는 영상 디자인 전문가 과정(프리미어 프로, 애프터 이펙트)"
KH정보교육원 강남지원, 강남구,(디지털컨버전스)공공데이터 융합 자바개발자 양성과정A30(9)
KH정보교육원 강남지원, 강남구,(디지털컨버전스)공공데이터 융합 자바개발자 양성과정A30(8)
KH정보교육원 강남지원, 강남구,(디지털컨버전스)공공데이터 융합 자바개발자 양성과정A30(11)
KH정보교육원 강남지원, 강남구,(디지털컨버전스)공공데이터 융합 자바개발자 양성과정A30(10)
KH정보교육원 당산지원, 영등포구,(디지털컨버전스)공공데이터 융합 자바개발자 양성과정4
KH정보교육원 당산지원, 영등포구,(디지털컨버전스)공공데이터 융합 자바개발자 양성과정5
KH정보교육원 종로지원, 중구,(디지털컨버전스)공공데이터 융합 자바개발자 양성과정A4
KH정보교육원 종로지원, 중구,(디지털컨버전스)공공데이터 융합 자바개발자 양성과정A5
KH정보교육원 종로지원, 중구,(디지털컨버전스)공공데이터 융합 자바개발자 양성과정A6
KH정보교육원 종로지원, 중구,IaC 기반 CDC (CloudDataCenter) 엔지니어 양성
MBC아카데미 요양보호사교육원, 은평구,요양보호사 자격 취득과정
MJC보석직업전문학교, 동대문구,귀금속가공 향상
MJC보석직업전문학교, 동대문구,보석감정 향상
MJC보석직업전문학교, 동대문구,(보석디자인) 귀금속디자인 및 주얼리CAD 양성
MJC보석직업전문학교, 동대문구,주얼리 3D 모델링 실무
SBS아카데미게임학원, 노원구,게임그래픽디자이너양성과정(게임UI)
SBS아카데미게임학원, 노원구,게임프로그래머 유니티 양성과정
SBS아카데미게임학원, 노원구,게임기획 실무자 양성과정
SBS아카데미게임학원 신촌, 서대문구,(게임콘텐츠제작)게임 개발자(Unity 활용) 양성
