훈련기관명,주소요약,훈련과정명
(주)대한전기학원, 송파구,전기기능사 실기 취득
(주)대한전기학원, 송파구,전기기능사 필기 취득
(주)대한전기학원, 송파구,"전기(산업)기사 필기 이론[전자기/설비/전력-배전, 발전]"
(주)대한전기학원, 송파구,전기(산업)기사 필기 이론[회로 및 제어]
(주)대한전기학원, 송파구,전기(산업)기사 필기 취득
(주)대한전기학원, 송파구,전기(산업)기사 실기 취득
(주)대한전기학원, 송파구,전기(산업)기사 필기 이론[기기/전력-송전]
(주)대한전기학원영등포점, 영등포구,전기(산업)기사 필기 취득[종합반]
(주)대한전기학원영등포점, 영등포구,전기(산업)기사 필기 이론[기기/전력-송전]
(주)대한전기학원영등포점, 영등포구,전기(산업)기사 필기 취득[단기]
(주)대한전기학원영등포점, 영등포구,"전기(산업)기사 필기 이론[전자기/설비/전력-배전, 발전]"
(주)대한전기학원영등포점, 영등포구,전기(산업)기사 실기 취득
(주)대한전기학원영등포점, 영등포구,전기(산업)기사 필기 이론[회로 및 제어]
(주)드림힐, 금천구,공정품질관리실무
(주)드림힐, 금천구,Suppliers Quality 시스템 레벨업 실무
(주)메디잡 리더스 간호학원, 강동구,간호조무사 자격증 취득과정
(주)모두의연구소, 강남구,인공지능 혁신학교 AIFFEL(아이펠) : 코어 과정
(주)모두의연구소, 강남구,[스마트훈련]데이터 사이언티스트 실무과정
(주)문화방송, 마포구,실감형 3D/AR/XR 콘텐츠 전문가 양성 과정
(주)문화방송, 마포구,언리얼5를 이용한 미디어엔터테이먼트 콘텐츠 전문가 양성과정
(주)문화방송, 마포구,한류 IP를 활용한 메타버스플랫폼 서비스 개발자 양성과정
(주)미동소방학원, 영등포구,소방시설관리사 취득 2차 (점검+설계) 실기특강
(주)세스코, 강동구,HACCP 팀장과정
(주)솔데스크, 종로구,Kubernetes cluster 모니터링 오브젝트 스토리지 운영 및 관리
(주)솔데스크, 종로구,자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정
(주)솔데스크, 종로구,그래픽 기반의 실시간 AI서비스를 활용한 cross-platform 개발자 양성과정
(주)솔데스크, 종로구,Ansible 자동화로 구현한 아마존 AWS 클라우드 환경 DevOps
(주)신세계아이앤씨, 중구,JAVA 기반 백엔드 개발자 양성
(주)신세계아이앤씨, 중구,AI플랫폼을 활용한 (리테일)서비스 개발 과정
(주)알파코, 성동구,[누구나 AI] 딥러닝 부트 캠프
(주)엔젤21세기부설엔젤요양보호사교육원, 관악구,요양보호사 자격 취득 과정-실업자
(주)엘리스그룹, 성동구,엘리스 프론트엔드&백엔드 웹 개발자 트랙
(주)엘리스그룹, 강남구,엘리스 AI 웹 풀스택 트랙 
(주)엘리스그룹, 강남구,엘리스 클라우드(자바/스프링) 기반 백엔드 엔지니어 트랙
(주)은평인테리어기술전문학원, 은평구,[주말]방수기능사자격증 취득
(주)은평인테리어기술전문학원, 은평구,"건축시공(도배,타일)실무 및 자격증 취득"
(주)은평인테리어기술전문학원, 은평구,[주말]도배기능사자격증 취득
(주)은평인테리어기술전문학원, 은평구,[주말]도배시공실무 및 도배기능사자격증 취득
(주)이스트소프트, 서초구,ESTsoft 백엔드 개발자 양성 과정
(주)이스트소프트, 서초구,WASSUP EST AI서비스 기획자 양성과정
(주)이스트소프트, 서초구,WASSUP EST AI모델 개발자 양성과정
(주)제로인테리어필름학원, 관악구,인테리어필름실무과정
(주)제로인테리어필름학원, 관악구,인테리어필름실무주말
(주)중랑직업전문학교, 중랑구,조경기능사 실기 취득
(주)중랑직업전문학교, 중랑구,전기기능사 실기 취득(속성반)
(주)중랑직업전문학교, 중랑구,전기기능사 실기 취득
(주)중랑직업전문학교, 중랑구,조경기능사자격증 취득(필기+실기)
(주)중랑직업전문학교, 중랑구,조경기능사 필기 취득
(주)중랑직업전문학교, 중랑구,전기내선공사양성과정 및 전기기능사 취득B
(주)중랑직업전문학교, 중랑구,전기기능장 자격취득과정(실기)
(주)중랑직업전문학교, 중랑구,[생태복원.관리]생태복원 및 조경관리 양성과정A
(주)천재교육, 금천구,프로젝트 기반 빅데이터 서비스 개발자 양성 과정
(주)천재교육, 금천구,에듀테크 상품서비스 PM(프로덕트매니저) 양성
(주)천재교육, 금천구,에듀테크 풀스택 개발자 양성(Java)
(주)케이지에듀원 아이티뱅크노량진학원, 동작구,공공데이터를 활용한 데이터 분석 융합 웹 서비스 개발자 양성
(주)케이지에듀원 아이티뱅크노량진학원, 동작구,퍼블릭 클라우드 기반 인프라 보안 운영(SecOps) 엔지니어 양성
(주)케이지에듀원 아이티뱅크노량진학원, 동작구,(산대특)_퍼블릭 클라우드를 활용한 자율주행지원 시스템 개발자 양성과정_육성
(주)한국요양보호사교육원, 마포구,요양보호사 자격취득과정(사회복지사 자격증소지자 토요일반)
(주)한국요양보호사교육원, 마포구,"요양보호사 자격취득과정(간호조무사, 물리치료사, 작업치료사 자격증 소지자 토요일반) "
4세대아카데미컴퓨터학원, 구로구,"(정보시스템구축)파이썬, 네트워크, 서버 기반 도커, 쿠버네티스, 클라우드 보안 엔지니어 양성 A"
4세대아카데미컴퓨터학원, 구로구,가상화·자동화(DevOps)기반 정보보안 클라우드 인프라 전문가
4세대아카데미컴퓨터학원, 구로구,"(정보시스템구축)파이썬, 네트워크, 서버 기반 도커, 쿠버네티스, 클라우드 보안 엔지니어 양성 B"
A1법률 평생교육원, 광진구,보험총무사무원 실무자 양성과정
A1법률 평생교육원, 광진구,"법률사무원 취업과정(변호사사무실, 법무사사무실, 법무팀등)"
A1법률 평생교육원, 광진구,보험사무원 실무자를 위한 향상 과정
A1법률 평생교육원, 광진구,"법률사무원 취업과정(변호사사무실, 법무사사무실, 법무팀등)속성반"
A1법률 평생교육원, 광진구,보험사무원(GA총무)취업과정
A1법률 평생교육원, 광진구,"컴퓨터기초활용(윈도우10기초,인터넷&구글,스마트활용)"
ANC승무원평생교육원, 강남구,여행사OP 예약발권 상품상담실무 취업과정
e-한나요양보호사교육원, 강동구,요양보호사 자격 취득 과정
F4대림직업교육원, 구로구,방수기능사 자격증 취득 실기(시트방수)
F4대림직업교육원, 구로구,거푸집기능사 취득 실기(거푸집 동바리 설치)
F4대림직업교육원, 구로구,건축도장기능사 자격증 취득(실기)
F4대림직업교육원, 구로구,건축도장기능사  취득 실기 주말(목부 유성페인트 도장)
F4대림직업교육원, 구로구,철근기능사 자격증 취득 (실기)
F4대림직업교육원, 구로구,방수.온수온돌기능사 취득 실기(시트방수+보일러온수코일 설치)
F4대림직업교육원, 구로구,온수온돌기능사 자격 취득 실기(온수코일설치+바닥마감)
GMB직업전문학교, 관악구,미용사(피부)자격증
GMB직업전문학교, 관악구,미용사(네일) 자격증
GMB직업전문학교, 관악구,왁싱실무과정
GMB직업전문학교, 관악구,미용사(메이크업) 자격증 (실기)
GMB직업전문학교, 관악구,헤어 미용사(일반) 자격증
GMB직업전문학교, 관악구,헤어 미용사(일반) 자격증 (실기)
GMB직업전문학교, 관악구,업스타일/붙임머리
GMB직업전문학교, 관악구,속눈썹실무
"HRD서울법률교육원(경매,세무,ERP,미디어 등)", 구로구,"민사집행 실무(민사신청, 매각, 배당, 명도집행 실무 등)"
HR에듀센터 인사드림, 서초구,임금 및 인센티브 설계 마스터 과정
HR에듀센터 인사드림, 서초구,급여관리 실무자 양성과정
HR에듀센터 인사드림, 서초구,노동법1일 마스터과정
HR에듀센터 인사드림, 서초구,목표설정 및 KPI도출 워크숍 (실습)
HR에듀센터 인사드림, 서초구,인사실무 ABC 과정
HR에듀센터 인사드림, 서초구,총무의 역할과 업무지원
HR에듀센터 인사드림, 서초구,인사평가와 성과관리
HR에듀센터 인사드림, 서초구,임금 및 4대보험 역량강화과정
HR에듀센터 인사드림, 서초구,성과 중심 보상을 위한 연봉제 설계 및 개선
HR에듀센터 인사드림, 서초구,HRD실무 마스터 과정
HR에듀센터 인사드림, 서초구,OKR 도입 및 운영실무 과정
HR에듀센터 인사드림, 서초구,채용에서 퇴직까지 근로기준법 마스터 과정
HR에듀센터 인사드림, 서초구,실전! 인사평가제도 기획 방법론
HR에듀센터 인사드림, 서초구,목표관리(MBO) 및 평가제도 구축 실무
그린컴퓨터아트학원, 구로구,"(출판) 디지털 편집디자인(포토샵,일러스트,인디자인) 실무 양성7"
그린컴퓨터아트학원, 구로구,컴퓨터활용능력 1급 (필기+실기) 자격증 취득과정
그린컴퓨터아트학원, 구로구,"전산세무회계 자격증 취득과정(전산회계1급, 전산세무2급)"
그린컴퓨터아트학원, 구로구,"실내건축설계디자인[캐드(CAD),스케치업]"
글로벌산업기술교육원, 금천구,2D CAD(캐드)를 활용하여 도면 작성
글로벌산업기술교육원, 금천구,"(기계설계제작)기계설계 CAD/CAM/해석(CAD,솔리드웍스,MCT,선반) 원격+집체"
글로벌산업기술교육원, 금천구,"컴퓨터활용능력2급필기,실기(엑셀)"
글로벌산업기술교육원, 금천구,CATIA(카티아)를 활용한 3D형상 모델링
글로벌산업기술교육원, 금천구,"(과정평가형자격)일반기계기사(솔리드웍스,캐드)solidworks,cad,구조해석(B)"
글로벌산업기술교육원, 금천구,"산업맞춤 스마트드론 설계 과정(솔리드웍스,3D프린터,CATIA,파이썬)"
글로벌산업기술교육원, 금천구,"로봇설계를 통한 스마트제조 가상화 구현(CATIA, VR)"
글로벌산업기술교육원, 금천구,"(과정평가형자격)기계설계산업기사자격취득(솔리드웍스,캐드)solidworks,cad(A)"
글로벌산업기술교육원, 금천구,"컴퓨터활용능력1급 자격증취득 실기(엑셀,엑세스) "
글로벌산업기술교육원, 금천구,"(과정평가형자격)산업안전산업기사 취득과정(기계,전기,화학,건설 안전관리)"
글로벌아이티(IT)인재개발학원, 관악구,"풀스택 프레임워크(자바,스프링)기반 데이터 융합SW개발자 과정"
글로벌아이티(IT)인재개발학원, 관악구,데브옵스/MSA/컨테이너 기반의 클라우드 네이티브 엔지니어 전문가 과정
글로벌아이티(IT)인재개발학원, 관악구,"산업 프로젝트 기반 빅데이터 플랫폼(자바,파이썬) 개발자 과정"
글로벌아이티(IT)인재개발학원, 관악구,"정보시스템구축(개발, 운영)ICT 기반(서버, 네트워크) 보안 엔지니어 양성과정A"
글로벌패션학원, 중구,웨딩드레스 패턴&봉제 향상과정
글로벌패션학원, 중구,패턴캐드 향상과정(YUKA)Ⅰ
글로벌패션학원, 중구,패션일러스트 향상과정(손도식화&작업지시서)
글로벌패션학원, 중구,여성복 패턴&봉제 향상과정(세일러칼라 블라우스)
글로벌패션학원, 중구,드레스 패턴&봉제 향상과정(웨딩&이브닝)
글로벌패션학원, 중구,패션디자인 스페셜리스트 양성과정
글로벌패션학원, 중구,패션포토샵&일러스트레이터 향상과정(컴퓨터도식화)
글로벌패션학원, 중구,여성복 패턴&봉제 향상과정(스커트)
글로벌패션학원, 중구,펫패션 강아지옷 제작 향상과정
글로벌패션학원, 중구,3D 디지털 패션디자인 양성과정(CLO)
글로벌패션학원, 중구,디지털패션 3D CLO 향상과정
금빛요양보호사교육원, 강서구,요양보호사자격증취득과정
금빛요양보호사교육원, 강서구,요양보호사자격증취득과정(간호조무사·물리치료사·작업치료사자격소지자)
금빛요양보호사교육원, 강서구,요양보호사자격증취득과정(사회복지사자격소지자)
금천간호학원, 금천구,간호조무사자격증 취득과정
금천간호학원, 금천구,간호조무사자격증취득과정
금천요양보호사교육원, 금천구,요양보호사자격 취득과정(사회복지사 자격 소지자반)
금천요양보호사교육원, 금천구,"요양보호사자격 취득과정(간호조무사,물리치료사,작업치료사 자격 소지자반)"
금천요양보호사교육원, 금천구,요양보호사자격 취득과정
김상엽제과제빵학원, 도봉구,제빵 기능사 자격증 취득평일과정(이론+실기)
김상엽제과제빵학원, 도봉구,케이크디자이너자격증주말과정
김상엽제과제빵학원, 도봉구,제과기능사 자격증 취득 주말과정(이론+실기)
김상엽제과제빵학원, 도봉구,제과 기능사 자격증 취득 평일과정(이론+실기)
김상엽제과제빵학원, 도봉구,카페구움과자 및 앙뜨르메(디저트) 마스터과정
꽃단지플로리스트학원, 중랑구,"플로리스트기초(절화,가공화,분화)"
나래정보처리회계학원, 강서구,"회계사무원(전산회계1급,전산세무2급,ERP정보관리사2급,FAT1급자격취득)"
나래정보처리회계학원, 강서구,(주말반)전산회계1급.전산세무2급.더존FAT1급자격취득과정
나래정보처리회계학원, 강서구,전산세무1급취득과 법인조정실무
나래정보처리회계학원, 강서구,"컴퓨터활용능력2급자격증(실기,필기) "
나래정보처리회계학원, 강서구,"전산회계1급.FAT1급취득(KcLep,더존Smart-A실기,이론) "
나래정보처리회계학원, 강서구,"전산세무2급취득과정(실기,이론)"
나래정보처리회계학원, 강서구,컴퓨터초보 기초과정
나래정보처리회계학원, 강서구,ITQ마스터(엑셀.PPT.아래한글)취득 및 실무과정 
나래정보처리회계학원, 강서구,"컴퓨터활용능력2급자격증(실기,필기)"
남부요양보호사교육원, 금천구,요양보호사 자격 취득 과정(야간 신규자)
남부요양보호사교육원, 금천구,요양보호사 자격취득 과정(주간 신규자)
남서울요양보호사교육원, 영등포구,요양보호사 국가자격증 취득과정(신규자)
넥스트러너스평생교육시설, 서초구,[스마트훈련][스타트업트랙] IT 스타트업 실무형 사업 개발자(BD) 부트캠프
노원 그린컴퓨터아카데미, 노원구,(AutoCAD)실내건축설계 및 실내인테리어를 위한 캐드 입문과정
노원 그린컴퓨터아카데미, 노원구,그래픽디자인기초(일러스트) GTQ자격증취득과정
노원 그린컴퓨터아카데미, 노원구,"영상편집(포토샵,프리미어)과 동영상 제작과정(유튜브) (주말반)"
노원 그린컴퓨터아카데미, 노원구,"에프터이펙트(에펙,유튜브편집) 광고영상편집과정"
노원 그린컴퓨터아카데미, 노원구,"영상편집제작(프리미어,에펙)과 유튜브 썸네일 제작과정"
노원 그린컴퓨터아카데미, 노원구,"(출판) 디지털 편집(포토샵,일러스트,인디자인,e-Book)디자이너 취업과정"
노원 그린컴퓨터아카데미, 노원구,"디지털 편집디자인(포토샵,일러스트,인디자인) 실무 양성과정"
노원 그린컴퓨터아카데미, 노원구,"(그래픽디자인)일러스트,포토샵 기초+활용과정"
노원 그린컴퓨터아카데미, 노원구,그래픽편집디자인(포토샵+일러스트) GTQ그래픽기술자격증 취득과정
노원 그린컴퓨터아카데미, 노원구,(Auto CAD)실내건축설계 및 도면작성을 위한 캐드 기초과정 (주말반)
노원 그린컴퓨터아카데미, 노원구,처음 시작하는 파이썬(Python) 프로그래밍 입문과정
노원 그린컴퓨터아카데미, 노원구,"(스케치업)실내건축설계를 위한 3D sketch up(모델링,렌더링)"
노원 그린컴퓨터아카데미, 노원구,캐드(cad)를 활용한 전산응용건축제도기능사 실기 취득과정
노원 그린컴퓨터아카데미, 노원구,Revit을 활용한 빔(BIM)건축설계 입문과정
노원 그린컴퓨터아카데미, 노원구,"(sketch up)실내건축설계를 위한 3D 스케치업(모델링,렌더링)"
노원 그린컴퓨터아카데미, 노원구,"(출판) 디지털 편집디자인(포토샵,일러스트,인디자인,포트폴리오)실무 양성과정"
노원 그린컴퓨터아카데미, 노원구,그래픽디자인기초(포토샵) GTQ자격증취득과정
노원 그린컴퓨터아카데미, 노원구,"(출판) 디지털 편집디자인(포토샵,일러스트,인디자인,포트폴리오)실무 취업과정"
노원 그린컴퓨터아카데미, 노원구,"편집(시각,광고)출판디자인 GTQ자격증 취득(포토샵,일러스트,인디자인)"
노원 그린컴퓨터아카데미, 노원구,사무직(컴퓨터) 업무에 필요한 엑셀&파워포인트 OA기초실무
노원 그린컴퓨터아카데미, 노원구,엑셀기초실무 + 컴퓨터활용능력2급(실기) 취득과정
노원 그린컴퓨터아카데미, 노원구,"영상편집(포토샵,프리미어)과 유튜브동영상 제작과정"
노원 그린컴퓨터아카데미, 노원구,그래픽디자인기초(포토샵) GTQ자격증취득과정 (주말반)
노원 그린컴퓨터아카데미, 노원구,"컴퓨터활용능력1급 자격증(실기)취득과정 (엑셀,엑세스) (주말반)"
노원 그린컴퓨터아카데미, 노원구,처음 시작하는 자바(JAVA) 프로그래밍 입문과정
노원 그린컴퓨터아카데미, 노원구,디지털영상편집디자인(프리미어&에펙&유튜브)
노원 그린컴퓨터아카데미, 노원구,전산회계1급&FAT1급 자격증 취득과정
노원 그린컴퓨터아카데미, 노원구,컴퓨터활용능력 1급(실기) 자격증 취득과정 -엑셀+엑세스
노원 그린컴퓨터아카데미, 노원구,"시각디자인(포토샵,일러스트,GTQ자격증)광고출판편집과정"
노원 그린컴퓨터아카데미, 노원구,초보자도 가능한 ITQ(한글+파워포인트+엑셀) 대비 과정
노원 그린컴퓨터아카데미, 노원구,"컴퓨터활용능력1급(실기) 자격 취득과정 - 엑셀,엑세스"
노원 그린컴퓨터아카데미, 노원구,"(출판) 디지털 편집(포토샵,일러스트,인디자인,e-Book)디자이너 양성과정"
노원 그린컴퓨터아카데미, 노원구,컴퓨터활용능력 1급 자격증(실기) 취득과정 -엑셀+엑세스
노원 그린컴퓨터아카데미, 노원구,그래픽디자인기초(일러스트) GTQ자격증취득과정 (주말반)
노원 그린컴퓨터아카데미, 노원구,인디자인(Indesign)활용 출판편집디자인과정
노원 그린컴퓨터아카데미, 노원구,"(혼합) 디지털 편집디자인(포토샵,일러스트,인디자인) 실무 양성과정"
노원 그린컴퓨터아카데미, 노원구,AWS(아마존웹서비스)클라우드 교육과정
노원 그린컴퓨터아카데미, 노원구,자바(JAVA)를 활용한 웹프로그래밍 개발자 양성과정_정보처리기능사[과정평가형] B
노원 그린컴퓨터아카데미, 노원구,엑셀기초실무 + 컴퓨터활용능력2급(실기) 취득과정 주말
노원 그린컴퓨터아카데미, 노원구,Open API를 활용한 자바(JAVA)기반 챗봇 웹개발자(CI/CD) 양성과정
노원 그린컴퓨터아카데미, 노원구,WebGL(3D API)을 활용한 Motion UI 프론트엔드 웹앱개발자 양성과정
노원 그린컴퓨터아카데미, 노원구,자바(JAVA)를 활용한 웹프로그래밍 개발자 양성과정_정보처리기능사[과정평가형] A
노원 그린컴퓨터아카데미, 노원구,(전산세무2급)자격증취득 이론+실무대비과정
노원 그린컴퓨터아카데미, 노원구,(전산회계1급)초보자도 가능한 자격증취득 이론+실무대비과정 주말
노원 그린컴퓨터아카데미, 노원구,(전산회계1급)초보자도 가능한 자격증취득 이론+실무대비과정
노원-한국아파트경리전문학원, 노원구,아파트인사행정XPERP과정
노원-한국아파트경리전문학원, 노원구,아파트인사XPERP과정
노원여성인력개발센터, 노원구,한식 디저트 메뉴 실습
노원여성인력개발센터, 노원구,전산회계 1급 자격증
노원여성인력개발센터, 노원구,온라인 쇼핑몰 운영(네이버 스마트 스토어+카페 24)
노원여성인력개발센터, 노원구,ITQ 자격증(엑셀)
노원여성인력개발센터, 노원구,"문서작성과 ITQ 자격증(한글, 엑셀, 파워포인트)"
노원여성인력개발센터, 노원구,중식조리기능사 자격증(실기)
노원여성인력개발센터, 노원구,커피바리스타 2급 자격증(야간)
노원여성인력개발센터, 노원구,ITQ 자격증(파워포인트)
노원여성인력개발센터, 노원구,커피바리스타 1급 자격증(이론+실기)
노원여성인력개발센터, 노원구,커피바리스타 로스팅&핸드드립(야간)
노원여성인력개발센터, 노원구,디저트 메뉴 실습
노원여성인력개발센터, 노원구,커피바리스타 라떼아트(주간)
노원여성인력개발센터, 노원구,떡제조기능사 자격증(실기)
노원여성인력개발센터, 노원구,일식조리기능사 자격증(실기)
노원여성인력개발센터, 노원구,쇼핑몰 상세페이지 제작+포토샵
노원여성인력개발센터, 노원구,카페브런치 메뉴실습
노원여성인력개발센터, 노원구,디저트 메뉴 실습(케이크)
노원여성인력개발센터, 노원구,GTQ 1급 자격증(포토샵)
노원여성인력개발센터, 노원구,"사무행정 입문(한글, 엑셀, 파워포인트)"
노원여성인력개발센터, 노원구,중장년을 위한 컴퓨터 기초와 인터넷 활용
노원여성인력개발센터, 노원구,산모신생아건강관리사
노원여성인력개발센터, 노원구,커피바리스타 로스팅&핸드드립(주간)
노원여성인력개발센터 부설 요양보호사교육원, 노원구,요양보호사자격증취득과정(신규)
노원여성인력개발센터 부설 요양보호사교육원, 노원구,요양보호사자격증취득과정(사회복지사)
노원요양보호사교육원, 노원구,요양보호사자격증취득과정
노원중계요양보호사교육원, 노원구,"[간호조무사, 물리치료사, 작업치료사 자격증 소지자반] 요양보호사양성과정"
노원중계요양보호사교육원, 노원구,요양보호사양성과정(주간)
노원중계요양보호사교육원, 노원구,요양보호사양성과정(야간)
논현한국문화센터평생교육원, 서초구,애견옷(반려동물)제품제작 실무
논현한국문화센터평생교육원, 서초구,애견옷(반려동물) 및 애견용품반
논현한국문화센터평생교육원, 서초구,캘리그라피 입문(손글씨)
논현한국문화센터평생교육원, 서초구,홈패션 자격증(실기) 취득과정
논현한국문화센터평생교육원, 서초구,가죽공예 소품&제품제작 양성과정(구직자)
논현한국문화센터평생교육원, 서초구,가죽공예 가방제작(심화반)
논현한국문화센터평생교육원, 서초구,홈패션 봉제실무
논현한국문화센터평생교육원, 서초구,캘리그라피 (손글씨)제작실무
논현한국문화센터평생교육원, 서초구,홈패션 제품제작 입문
논현한국문화센터평생교육원, 서초구,패션패턴과 의류제작 양성과정
논현한국문화센터평생교육원, 서초구,홈패션 제품제작(심화반)
논현한국문화센터평생교육원, 서초구,가죽공예 가방제작 전문과정(구직자)
논현한국문화센터평생교육원, 서초구,패션 양장기능사 자격증 취득(실기)
논현한국문화센터평생교육원, 서초구,가죽공예 제품제작 입문
뉴마포전산세무회계학원, 마포구,전산세무(TAT1급)및법인세신고
뉴마포전산세무회계학원, 마포구,전산회계(회계원리+FAT1급)자격증
뉴마포전산세무회계학원, 마포구,전산세무(TAT2급)자격증
뉴마포전산세무회계학원, 마포구,사무자동화(한글.파워.엑셀)+ITQ자격증
뉴마포전산세무회계학원, 마포구,사무자동화(한글.파워.엑셀)+ITQ자격증
뉴마포전산세무회계학원, 마포구,전산회계실무및자격증(회계원리.FAT1급.TAT2급)
뉴마포전산세무회계학원, 마포구,사무자동화(한글.파워.엑셀)+ITQ자격증
뉴마포전산세무회계학원, 마포구,사무자동화(한글.파워.엑셀)+ITQ자격증
뉴브레인직업전문학교, 구로구,떡제조기능사(이론+실기)
뉴브레인직업전문학교, 구로구,카페메뉴(음료)
뉴브레인직업전문학교, 구로구,제과기능사 자격증 취득(이론+실기)
뉴브레인직업전문학교, 구로구,케이크디자인클래스
뉴브레인직업전문학교, 구로구,제빵기능사 제과기능사 자격증 취득과정(이론+실기)
뉴브레인직업전문학교, 구로구,커피 바리스타2급 자격증 취득과정 (이론+실기)
뉴브레인직업전문학교, 구로구,제빵기능사 자격증 취득 (이론+실기)
뉴욕바리스타베버리지학원, 영등포구,라떼아트 집중 실무과정
뉴욕바리스타베버리지학원, 영등포구,GCS 국제 바리스타 레벨1 자격증 취득+라떼아트(기초반)
뉴욕바리스타베버리지학원, 영등포구,"GCS 국제자격증 통합과정(바리스타 레벨1,2+카페음료 레벨1,2)+라떼아트 심화"
뉴욕바리스타베버리지학원, 영등포구,GCS 국제 바리스타 레벨2 자격증 취득+라떼아트(중급반)
뉴욕바리스타베버리지학원, 영등포구,"GCS 국제 바텐더(칵테일, 조주) 레벨1(기초반)"
뉴욕바리스타베버리지학원, 영등포구,GCS 국제자격증 취득 로스팅 레벨1+핸드드립 레벨1(기초반)
뉴욕바리스타베버리지학원, 영등포구,GCS 국제 바리스타 레벨1 자격증 취득+라떼아트(주말 / 기초반)
뉴욕바리스타베버리지학원, 영등포구,국제 와인 소믈리에 테이스팅 레벨1 자격증 취득(실기)
뉴욕바리스타베버리지학원, 영등포구,바리스타2급 자격증 취득+카페메뉴(기초반)
뉴욕바리스타베버리지학원, 영등포구,GCS 국제자격증 취득 로스팅 레벨1+센서리 레벨1(기초반)
늘푸른간호병원코디네이터학원, 강서구,간호조무사자격증취득반B
다소니케어용산요양보호사교육원, 용산구,요양보호사 자격 취득과정
다원요양보호사교육원, 노원구,요양보호사 자격 취득 과정
다원요양보호사교육원, 노원구,요양보호사 자격 취득 과정(사회복지사 자격증 소지자반)
다인직업전문학교, 양천구,인테리어필름 시공(입문)
다인직업전문학교, 양천구,인테리어필름 실무(속성)
다인직업전문학교, 양천구,도배실무(입문)
다인직업전문학교, 양천구,도배실무
다인직업전문학교, 양천구,도배기능사(주말-근로자)
다인직업전문학교, 양천구,타일실무(주말-속성)
다인직업전문학교, 양천구,타일기능사 자격취득
다인직업전문학교, 양천구,도배실무(주말-속성)
다인직업전문학교, 양천구,욕실타일실무
다인직업전문학교, 양천구,도배기능사 자격취득
다인직업전문학교, 양천구,타일기능사(주말-속성)
다인직업전문학교, 양천구,타일실무(입문)
다인직업전문학교, 양천구,인테리어필름&단열필름 시공
다인직업전문학교, 양천구,인테리어필름 시공
대교뉴이프 요양보호사교육원, 관악구,요양보호사 자격 취득과정 재직자 (신규자)
대림간호학원, 관악구,간호조무사자격증취득과정
대방전기통신학원, 동작구,전기기능사 실기 과정
대산전기학원, 동작구,전기기능사 취득 실기반
대산전기학원, 동작구,전기기능사 취득 실기반
대산전기학원, 동작구,전기기사 취득 필기 특강 과정
대산전기학원, 동작구,전기기능사 취득 필기반
대산전기학원, 동작구,전기기사 취득 필기 종합반
대산전기학원, 동작구,전기기사 취득 실기 종합반
대산전기학원, 동작구,전기기사 산업기사 취득 실기 종합반
대성회계실무학원주식회사, 동대문구,전산세무2급자격증반
대성회계실무학원주식회사, 동대문구,(초급)전산회계1급자격증반
대성회계실무학원주식회사, 동대문구,(고급)전산세무1급(법인조정)
대성회계실무학원주식회사, 동대문구,컴퓨터활용능력2급(실기)취득반
대성회계실무학원주식회사, 동대문구,ITQ자격취득반(한글/엑셀/파워포인트)
대성회계실무학원주식회사, 동대문구,(고급)전산세무1급자격취득반
대성회계실무학원주식회사, 동대문구,"(초,중급)전산회계1급+전산세무2급자격취득반"
대성회계실무학원주식회사, 동대문구,"(초,중급)전산회계1급+전산세무2급자격취득반(케이렙+더존)"
대성회계실무학원주식회사, 동대문구,전산세무1급(케이렙)+더존(TAT1급)자격취득종합반
대성회계실무학원주식회사, 동대문구,(고급)전잔세무1급자격취득(문제풀이)
대신IT평생교육원, 강동구,자바프로그래밍 입문(코딩기초)
대신IT평생교육원, 강동구,파이썬에서 Chat GPT 활용하기
대신IT평생교육원, 강동구,ITQ자격증 취득(한글+엑셀)
대신IT평생교육원, 강동구,파이썬프로그래밍초급(코딩기초)
대신IT평생교육원, 강동구,Cisco초급네트워크엔지니어양성(CCNA자격대비)
대우능력개발원, 중랑구,클라우드 기반 정보시스템 구축 전문가 양성
대우능력개발원, 중랑구,(멀티미디어콘텐츠제작) 스마트앱멀티미디어콘텐츠 전문가2[스마트 혼합훈련]
대우능력개발원, 중랑구,[과정평가형] 자바 웹 개발자 양성 (정보처리산업기사) B
대우직업전문학교, 영등포구,3톤미만 지게차 면허취득
대우직업전문학교, 영등포구,3톤미만 굴삭기(굴착기) 면허취득
대우직업전문학교, 영등포구,지게차운전기능사 자격취득(실기) 주중반
대우직업전문학교, 영등포구,3톤미만지게차+3톤미만굴삭기(굴착기) 면허취득[3일]
대우직업전문학교, 영등포구,지게차운전기능사 자격취득(실기) 주말반
대우직업전문학교, 영등포구,굴착기운전기능사 자격취득(실기)
대학로바리스타학원, 종로구,Advanced Barista(바리스타2급)자격증 취득과정 [토요반]
대학로바리스타학원, 종로구,Advanced Barista(바리스타2급)자격증 취득과정 [오전반]
대학로바리스타학원, 종로구,SCA 국제 바리스타 자격증 취득과정(Foundation)
대학로바리스타학원, 종로구,Expert Barista(바리스타1급+라떼아트)자격증 취득과정 [오전반]
대학로바리스타학원, 종로구,Advanced Barista(바리스타2급)자격증 취득과정 [저녁반]
대한간호학원, 관악구,간호조무사 자격 취득과정(야간)
대한간호학원, 관악구,간호조무사 자격 취득과정
